article_id,abstract_ar,source,path,keywords,author_ids
29,هدف Gail) الراهن الا رصد مدا ملائمه مدارس Alga الكوبت من حيث التصميم المعماري لتلبيه احتياجات ذوي الاعاقه. وتكونت عينه البحث من (200) معلما ومعلمه و (200) ولي امر/وليه امر. ولتحقيق هدف البحث قام الباحث ببناء مقياس مكون من (15) فقره وذلك بغرض رصد مدا ملائمه مدارس دوله الكويت من Cus التصميم المعماري لتلبيه احتياجات ذوي الاعاقه وتم التاكد من صدق الاداه وثباتها. وقد بينت نتائج البحث ان درجه ملائمه مدارس Alga الكويت من حيث التصميم المعماري لتلبيه احتياجات ذوي الاعاقه من وجهه نظر المعلمين كانت منخفضه ما يعني وجود قصورء Gus جاءت الفقره 4 والتي تنص علا هل يوجد في مدرستكم فصول معده جيدا لتلائم احتياجات ذوي الاعاقه بالمرتبه الاولا باعلا متوسط حسابيء بينما جاءت الفقره 2 هل يتوافر مصعد في مدرستكم بالمرتبه كما اظهرت النتائج درجه كليه متوسطه من وجهه نظر اولياء الامورء ما يعني انها ليست كما Gus cay جاءت الفقره رقم 7 والتي تنص علا Ua تصميم المدارس يسهل علا المتعلمين من ذوي الاعاقه التنقل في مرافقها بشكل سهل pare بالمرتبه الاولا باعلا متوسط حسابين بينما جاءت الفقره 15 والتي تنص علا هل الحديقه المدرسيه او ملاعب المدرسه مخصصه لتلائم احتياجات ذوي Ailey بالمرتبه الاخيره باقل متوسط حسابي. كذلك اظهرت نتائج البحث وجود فروق ذات دلاله احصائيه لصالح المعلمين بين المتوسطات الحسابيه لاستجابات افراد البحث علا المقياس ككل. ال,AJSP,finalpdfs/مدى ملائمة مدارس دولة الكويت من حيث التصميم المعماري لتلبية إحتياجات ذوي الإعاقة_10.pdf,['التصميم المعماري ذوي الاعاقه مدارسء دوله الكوبت'],['AUTH_00013']
30,هدفت الدراسه الحاليه الا البحث في مدا مساهمه الانفاق الحكومي علا القطاع الصحي في تحقيق النمو الاقتصادي في المملكه العربيه السعوديه خلال الفتره الزمنيه من عام 2020-2000. استخدمت الدراسه المنهج التحليلي الوصفي الا جانب المنهج التحليلي القياسي باستخدام بيانات السلاسل الزمنيه. بهدف الوصول الا النتائج المرجوه استخدمت الدراسه كل من الاختبارات الاوليه كاختبار جذر الوحده والتكامل المشترك من اجل تحديد الطريقه الانسب لتحليل البيانات. بناءا علا ما تم الحصول عليه من نتائج اختبار الوحده والتكامل المشترك تم تقدير معادله الانحدار الخطي المتعدد للعلاقه بين الانفاق علا القطاع الصحي الا جانب متغيرات اخرا DIY ) الاستثمار الاجنبي المباشرء الصادرات الغير نفطيه القوا العامله التضخم) علا النمو الاقتصادي في المملكه العربيه السعوديه خلال الفتره الزمنيه من عام 2020-2000 من خلال تطبيق طريقه المربعات الصغرا العاديه (OLS) باستخدام البرنامج الاحصائي .(E-views) تشير النتائج الا وجود تاثير سلبي لكل من الانفاق علا القطاع الصحيء الاستهلاك؛ والتضخم علا الناتج المحلي الاجمالي في المقابل يوجد علاقه طرديه بين كل من الاستثمار الاجنبي المباشر والصادرات الغير نفطيه والناتج المحلي الاجمالي. كما اظهرت النتائج ان كل من الانفاق علا القطاع الصحيء الاستثمار الاجنبي المباشرء الصادرات الغير نفطيه لها معنويه احصائيه عند مستوا الدلاله 596. في المقابل اظهرت النتائج ان كل من الاستهلاك والتضخم ليس لهما معنويه احصائيه عند مستوا الدلاله 5 اقترحت الدراسه تنفيذ ما جاء في رؤيه 2030 Led يتعلق بضروره الاهتمام بتطوير النظام الصحي وتكثيف النفقات الموجهه نحو هذا cg Lh) لما لذلك من دور اساسي في المساعده علا توفير نظام صحي فعال ومناسب يؤدي الا دعم النمو الاقتصادي واستدامته. ال,AJSP,finalpdfs/الإنفاق الحكومي على القطاع الصحي وأثره على النمو الاقتصادي في المملكة العربية السعودية _11.pdf,"['النمو الاقتصاديء الناتج المحلي الاجماليء الانفاق علا القطاع الصحيء الصادرات الغير نفطيه', 'الاستهلاك']",['AUTH_00014']
31,_ هدفت هذه الدراسه للكشف عن دور انتاج الطاقه المتجدده بابعاده (الطاقه الشمسيه الطاقه الهوائيه الطاقه النوويه الطاقه الحراريه)في تحقيق التنميه المستدامه لشركه الكهرياء السعوديه ولتحقيق اهداف الدراسه تم استخدام منهجي الوصفي والتحليلي حيث تم بناء استبانه وتوزيعها علا العاملين في شركه الكهرياء السعوديه وقد تم اختيار عينه عشوائيه بسيطه مكونه من (110) حيث تم توزيع الاستبانه ولغرض تحليل البيانات واختبار الفرضيات تم استخدام العديد من الاختبارات الاحصائيه التي تتلائم مع الدراسه من خلال برمجيه .(SPSS) وقد توصلت الدراسه الا العديد من النتائج اهمها : وجود علاقه ارتباط طرديه قويه ذات دلاله احصائيه بين انتاج الطاقه الشمسيه كاحد ابعاد انتاج الطاقه المتجدده علا التنميه المستدامه بشركه الكهرياء السعوديه و وجود علاقه ارتباط طرديه قوبه ذات دلاله احصائيه بين انتاج الطاقه الهوائيه كاحد ابعاد انتاج الطاقه المتجدده علا التنميه النووبه كاحد ابعاد انتاج الطاقه المتجدده علا التنميه المستدامه بشركه الكهرياء السعوديه واوصت الدراسه بمجموعه من التوصياتء انه ينبغي علا شركه الكهرياء السعوديه تعزيز استثماراتها في مجال الطاقه الشمسيه سواء من خلال توسيع محطات الطاقه الشمسيه الحاليه او اقامه مشاريع جديده. يمكن ان تساهم هذه الاستثمارات فا تعزيز التنميه المستدامه وتوفير مصادر طاقه نظيفه ومستدامه. ال,AJSP,finalpdfs/دور إنتاج الطاقة المتجددة في تحقيق التنمية المستدامة دراسة تطبيقية على شركة الكهرباء السعودية_12.pdf,['انتاج الطاقه المتجدده - تحقيق التنميه المستدامه- شركه الكهرياء السعوديه'],['AUTH_00015']
32,"هدفت هذه الدراسه الا تحليل دور التحول الرقمي في تحسين كفاءه اداره المركز الطبي مع تطبيق عملي علا مراكز الرعايه الصحيه الاوليه في شمال سوريه بالاضافه الا تقديم اسهامات فعاله لتحسين الرعايه الصحيه من خلال الابتكار التقني والتحول الرقمي وتم اتباع will الوصفي التحليلي. بالاضافه الا عداد استبانه بغرض جمع المعلومات المطلوبه. وقد تم اختيار عينه من (70) من الموظفين والاداريين العاملين في مراكز الرعايه الصحيه الاوليه التابعه لمنظمه الاطباء المستقلين - المكتب الشرق. وقد توصلت الدراسه الا جمله من Pili من اهمها: توفر ابعاد التحول الرقمي في مراكز الرعايه الصحيه الاوليه التابعه لمنظمه الاطباء المستقلين بدرجه جيده. بالاضافه الا وجود علاقه ايجابيه بين التحول الرقمي وكفاءه اداره المركز الطبي في مراكز الرعايه الصحيه الاوليه التابعه لمنظمه الاطباء المستقلين. كما استنتجت الدراسه ان (شبكات الاتصالء الاجيزه والمعدات, والبرمجيات) كابعاد التحول الرقمي تؤثر في كفاءه اداره المركز الطبي في حين pate Gi (الحوكمه للرقمنه) لا يؤثر في كفاءه Bylo المركز الطبي. وعليه فقد اوصت الدراسه بضروره توفير كافه المتطلبات لنجاح التحول الرقمي وتوفير الرغبه الحقيقيه من قبل المسؤولين والادارات العليا في المنظمات. اضافه الا توفير كامل الدعم JU والتنظيميء وتطوير وتحفيز الافراد وذلك من خلال تدريبهم وتوفير الدعم المالي في مجال التحول الرقمي. ال",ajsrp,finalpdfs/9159-8054.pdf,['التحول الرقمي. الحوكمه. شبكات الاتصالء البرمجياتء كفاءه اداره المركز الطبي'],"['AUTH_00018', 'AUTH_00017', 'AUTH_00016']"
33,"تظهر الدراسه Si المصالح الاميركيه في الشرق الاوسط تشكل ركيزه اساسيه في استراتيجيتها العالميه. نظرا للاهميه الجيوسياسيه والاقتصاديه والامنيه لبذه المنطقه, اذ يزود الشرق الاوسط الولايات المتتحده بنحو 9617 من وارداتها النفطيه. كما تستضيف المنطقه اكثر من 30 الف جندي اميري في قواعد عسكريه استراتيجيه, كما تبلغ قيمه التجاره الاميركيه مع دول المنطقه اكثر من 85 مليار دولار سنوياء ما يبرز اهميتها الاقتصاديه والامنيه والجيوسياسيه. لذا استخدمت الولايات المتحده مزيجا من الادوات العسكريه والديبلوماسيه والاقتصاديه لحمايه مصالحها التقليديه والمتجدده, Sly تشمل حلفاءهاء وامدادات Aral ومواجهه تمدد نفوذ روسيا والصين وايران ووكلائهاء ودعم الاستقرار السيامي للدول الحليفه: ومكافحه الارهاب. غير ان التغيرات الاقليميه والدوليه المتسارعه تتطلب مراجعه ادوات القوه الوطنيه الاميركيه وتجديدها ولا سيما الدبلوماسيه والاقتصاديه والقدرات المعلوماتيه الا جانب القوه العسكريه لتوجيه السياسه العالميه وتعزيز القوه الناعمه, Loy يضمن استدامه النفوذ الاميري ويعزز الاستقرار في المنطقه. ال",ajsrp,finalpdfs/9160-8051.pdf,"['المصالح الاميركيه التقليديه والمتجدده', 'ادوات القوه الوطنيه التقليديه والحديثه', 'اميركاء ايران']",['AUTH_00019']
34,"في ظل التحولات العالميه في هيكل الطاقه, تتجه الدول العربيه ودول جزر المحيط البادئ نحو مرحله جديده من الاقتصاد المؤسميء والمؤسسيه الدوليه وتعاون الجنوب-الجنوب. وتستخدم SL Ls التعاون المؤسسي. تعتمد الدراسه علا تحليل الوثائق والمقارنه الدراسيه لتوضيح تطور التعاون بين الجانبين. تركز الدراسه علا الامارات والسعوديه وقطر في مجالات البنيه التحتيه والطاقه المتجدده, والدبلوماسيه. منذ 2010. اسس الطرفان اليات تعاون شملت مؤتمرين وزاريين: واستثمارات تزيد عن 50 مليون دولار في الطاقه المتجدده, واتفاقيات ماليه وتجاريه. بحلول 2022 تجاوزت التجاره غير النفطيه للامارات مع دول المحيط البادئ 100 مليون دولارء واسهمت مشاريع الطاقه الشمسيه في تقليل مليون لتر من الديزل سنوياء وتقليص انبعاثات تشير النتائج الا ان التدخل العربي يعيد تشكيل التوازن الاستراتيجي في جنوب المحيط البادئ ويشكل Ub 2750 بمقدار 2 للقوا التقليديه مثل الصين والولايات المتحده واسترالياء ويقدم نموذجا تعاونيا بين دول الجنوب. تقترح الدراسه اطارا ثلاثيا: Gs تكنولوجيا اماراتيه تصنيع صيني - تطبيق محليء بالاضافه الا امانه دائمه وصندوق لمخاطر المناخ. النموذج يقدم مساهمه مؤسسيه للحوكمه العالميه ويوفر رؤا استراتيجيه للصين والدول الاخرا في منطقه المحيطين الهندي والهادئ. ال",ajsrp,finalpdfs/9161-8053.pdf,"['جنوب المحيط البادئ', 'التعاون بين دول الجنوب', 'الدبلوماسيه الطاقوبه', 'حوكمه المناخ', 'العولمه المتداخله']",['AUTH_00020']
35,"هدف البحث الحالي الا قياس اثر الخطط التعليميه المبنيه علا التصنيف الصحيح في تحسين اداء الطالبات الاكاديعي, وقياس مدا قدره المعلمات علا تصنيف الطالبات بشكل موضوعي ودقيقء وقد تكون مجتمع البحث من طالبات الاجرائي كمنهج للبحثء واستعان gall الصف الثالث الابتدائي. واشتملت عينه البحث علا (41) طالبه. واستخدم البحث البحث باختبارات تشخيصيه وتحليليه قبليه وبعديه والملاحظات الصفيه. وسجلات تحصيل وتقارير اداءء ومنصه مدرستي, كادوات للبحث. وقد توصل البحث للعديد من النتائج اهمها: (Excel) وبرامج تحليل بيانات",ajsrp,finalpdfs/9162-8055.pdf,['تحليل مستويات'],['AUTH_00021']
36,"استقصا هذا البحث UY الاقتصاديه المتوقعه لانضمام السودان الا منظمه التجاره العالميه (WTO) مع التركيز علا دور القطاع المصرفي خلال الفتره من 1970 - 2008. اي قبل انفصال جنوب السودان. هدف البحث الا المساهمه في تهيئه السودان للانضمام الا المنظمه من خلال دراسه تاثيرات التحرير QUI الذي اظهر نتائج ايجابيه وسلبيه في دول ناميه اخرا. اعتمد البحث منيجيه مزدوجه تجمع بين التحليل الاستقصائي والوصفي باستخدام بيانات مكتبيه. تضمنت الفرضيات ارتباط المؤشرات الماليه السودانيه ايجابيا بمؤشرات النمو. ومساهمه الاصلاحات الماليه في التنميه الماليه والنمو الاقتصادي. اظهرت النتائج في المرحله الاولا ان المؤشرات الماليه تفسر اثنين فقط من اربعه مؤشرات نموء بسبب فشل تمويل القطاع الزراعي. وفي المرحله الثانيه, تبين توفر شروط المؤسسات الجيده والاستقرار الاقتصادي بشكل Spe مما يدعم التحرير المالي. توقع الباحثون تحسين كفاءه البنوك المحليه ورقابتها بعد الانضمام. تضمنت التوصيات حل معوقات تمويل القطاع cel pl تعزيز معايير معالجه القروض غير المسدده من قبل البنك المركزي. وتوعيه السلطات النقديه بالعلاقات السلبيه بين بعض مؤشرات النمو والمؤشرات الماليه. ال",ajsrp,finalpdfs/9163-8052.pdf,"['الاثار الاقتصاديه', 'المؤشرات الماليه: انضمام السودان الا منظمه التجاره العالميه القطاع المصرفيء التحرير JULI النمو']",['AUTH_00022']
37,"سعت الدراسه الحاليه الا التعرف علا صوره البيئه العامه للترفيه لدا عينه من طلاب وطالبات جامعه الملك عبد العزيزء مع التركيز علا الابعاد المعرفيه. الوجدانيه, والسلوكيه, اضافه الا تحديد مصادر تشكيل هذه الصوره. اعتمدت الدراسه علا المنيج الوصفي التحليلي باستخدام استبانه الكترونيه لجمع البيانات من عينه عشوائيه مكونه من 385 طالبا وطالبه. وقد خلصت foal النتائج الا Glas اغلب افراد العينه علا وجود بعد Gyre قوي لصوره البيئه بمتوسط عام (4.59): مما يشير الا وعي واسع بانشصطتها وادوارهاء التاثير الوجداني كان واضحا بمتوسط (4.45), حيث عبر معظم المشاركين عن مشاعر ايجابيه تجاه Atul تبين ان وسائل التواصل الاجتماعي هي المصدر الرئيسي لتكوين الصوره الذهنيه بمتوسط (4.26): مما يدل علا تاثير المحتوا الرقمي في تشكيل الانطباعات. في المقابل كانت التقارير الصحفيه الاقل تاثيرا بمتوسط )3.89( وتوصي الدراسه زياده التركيز علا تحسين قنوات التواصل مع الجمهورء وتنظيم انشطه تراعي التنوع بين الجنسين والفئات العمريه واطلاق حملات توعويه عبر وسائل الاعلام التقليديه والحديثه لتوضيح رساله البيئه واهدافها. ال",ajsrp,finalpdfs/8945-7864.pdf,"['الصوره', 'البيئه العامه للترفيه. جامعه الملك عبد العزيز']","['AUTH_00023', 'AUTH_00024']"
38,"هدفت هذه الدراسه الا تحديد دلاله الحداثه الجماليه وتحليل اهم مازقها التي تمثلت في: الفن في العالم الفن والفضاء العموميء والفن Silly الاصطناعي. ولتحقيق هذا الهدف اعتمدت الدراسه المنيج التحليلي عبر تحليل العمل الفني ذاته من حيث الكم والنوعيه والجهه والاضافه عند كانط في نقد ملكه الحكم . وتحليل علاقه الفن بالعالم ضمن سياق فينومينولوجيء, وعلاقه الفن بالفضاء العمومي عند مدرسه فرانكفورت النقديه بالاضافه الا تاثير الذكاء الاصطناعي علا العمل الفني. واستندت الدراسه الا ثلاث مدارس فلسفيه: الكانطيه نظرا الا تاسيس كانط للجماليه الحديثه وكشفه طبيعه العمل Gall الذاتي الفينومينولوجيه التي رككزت علا ارتباط Gall بعالمه وكشفت زيف الفصل بين الفن والواقع. ومدرسه فرانكفورت التي عالجت علاقه الفن بالفضاء العمومي والنقد الاجتماعي. وتوصلت الدراسه الا ان الحداثه الجماليه تمثل تحولا في رؤيه الفن حيث لم يعد يستجيب الا املاءات خارجيه:؛ بل اصبح تعبيرا داخليا ضمن قدرات الفنان الذاتيه. ورغم هذه الاستقلاليه. يظل الفن معبرا عن تجربه العالم ويخترق الفضباء العمومي وبؤثر ud لكن هذا الارتباط يحمل خطوره الادلجه دون ان يقصي قدر الفن علا كشف الاقنعه والنقد والتحرر. كذلك لاحظت الدراسه ان الذكاء الاصطناعي يتم توظيفه لتعزيز قدرات الفن علا اختراق الوجدان ضمن سياق تجاري واقتصاديء. لكن يجب توجمه Ley يخدم الاهداف الجماليه للفن وليس الايديولوجيه. بناء علا النتائج اوصا الباحث بخروره خلق مسافه بين الفن والايديولوجيا لضمان قدرته علا التحرر والنقد دون الخضوع للتوظيف الايديولوجي في الفضاء العمومي. ال",ajsrp,finalpdfs/8946-8144.pdf,['الحداثه الجماليه call العالم AGLI الفضاء العموميء الذكاء الاصطناعي'],['AUTH_00025']
39,هدفت هذه الدراسه الا تحليل المعوقات الاجتماعيه والثقافيه التي تحد من تمكين المراه اليمنيه في الوظائف العامه خاصه تلك المرتبطه بالعادات lastly والنظره المجتمعيه؛ ودور الاسره. اعتمدت الدراسه gill الوصفي tubers واستندت الا بيانات رسميه من وزاره الخدمه المدنيه اضافه الا استبيانات ومقابلات ميدانيه مع عينه مكونه من )120( امراه من ثلاث ladles اظهرت النتائج ان تمثيل المراه في الوظائف العامه لا يتجاوز )29 ( مع تركز ملحوظ في قطاعات التعليم والصحه في حين ترفض الغالبيه التقديم للوظائف التي تتطلب Mas او مناوبات بسبب الضغط الاسري والمجتمعي. كما اظهرت البيانات lane في فرص الترقيه والتاهيلء وغيابا للعداله في اجراءات المفاضله بناء علا النتائج اوصت الدراسه بتفعيل سياسات التوظيف القائمه علا مبدا تكافؤ الفرصء واطلاق حملات توعيه لتغيير الصوره النمطيه عن عمل المراه اضافه الا تخصيص نسبه ثابته من الوظائف للنساءء وتطوير بيئه العمل لتكون acs AST للمراه. خصوصا في المناطق الريفيه. ال,ajsrp,finalpdfs/8947-7867.pdf,"['تمكين المراه الوظائف العامه', 'المعوقات الاجتماعيه', 'النوع الاجتماعي : اليمن']",['AUTH_00026']
